;>999999999>strobert,>999999>Toaster,>999999>alestone,>999999>DDrew;96283
0000e621d27d1c3caa6a2d8b019ee18fbc55436850a011fae4bad6c617e664be;miningbonus>1>papa_spaghettiboi;2c384
00002b680e5b3a628a15fdc3bff56cecf4f063eb2edc448888774fac1c5d4223;miningbonus>1>MaxDeAxe1;36573
000067dda6364bfc2224d36afee9a35cd4087e3711b5463e79d5efacc79faf22;miningbonus>1>MaxDeAxe1;795
000029a87c8a8ed6cadb117f7a2290a29a20adba95d11071ee575cf1aa091721;miningbonus>1>MaxDeAxe1;1244d
0000ea910775312e966d07e8b1ef2c8c208fe844ecc1efa33a9ddeb3ccd2840a;miningbonus>1>papa_spaghettiboi;1c5a4
00009c7865fc149172056a5116ca46672d3b42d1bb5b32f0bfa4d768ceb6e2d0;miningbonus>1>papa_spaghettiboi;12584
00004d7697677ab984dded746a0ebde38a63d5a539ea006ce40ac01726bfe80a;miningbonus>1>MaxDeAxe1;41184
00005ea5cd5f63bac311bd622d79208546e9b0967112b792581f19cb3b41b59a;miningbonus>1>papa_spaghettiboi;db24
000049083c6b8a548b8554e43d77525fdd9d9b1fa9508d6b29216e061ee95812;miningbonus>1>MaxDeAxe1;13a98
0000a99543b0bd2ed13202cb0d599a2c4cc8f14f2bf507cad2bdfdaee55b3c44;miningbonus>1>papa_spaghettiboi;7c
0000237a6e9fda8a9d4d09dea73c7eb75a5a20355d205b0ef4db9755c7a9f62e;miningbonus>1>MaxDeAxe1;5a98
00004790e0d1f8e41c3761a142ea9a9220fc4051089e4699ddc3068101293e8b;miningbonus>1>papa_spaghettiboi;3953
0000e3b948f2df04ba9538b801549947a3c1eeaf97cdb7227c320631edb4273c;miningbonus>1>MaxDeAxe1;10de8
0000f88565d5d475fa435ac1ecf398dbcdb8700fbe47ede6ef1cb069e919965e;miningbonus>1>papa_spaghettiboi;43a3
0000313499abd693a7e885a5fcb85cf4a788369081fe229ecf2a309f763bec61;miningbonus>1>MaxDeAxe1;153dc
000058926b2133420fb36cc1f3f5d027b16113950536f8fc2864cce2c5618872;miningbonus>1>papa_spaghettiboi;a634
0000acbbe1932e28526607b41742553b60ca2e41100534d2aa86bc43f1335dda;miningbonus>1>MaxDeAxe1;6e37
00002382f0220ab56c59f077c15573654cf6f1fc3d4573b808c227e580bea024;miningbonus>1>MaxDeAxe1;136a5
00001edb7b8a244fd5dd5559b01d986060893ad0b58ac1af5596800fd898078e;miningbonus>1>papa_spaghettiboi;81e9
0000f8552e428b0f0d720d756d15aa558e79a65bd93d53fbd25f882c4e9be639;miningbonus>1>MaxDeAxe1;6acb
0000e186d451f395a9c2a491bf2f9ac1084bc371983b6622dd5897206adbe3fd;miningbonus>1>MaxDeAxe1;3b3
0000d57eaa2c3f547f1fa1cba176cf79b29708a4872bc867e5763ae42a0abe3b;miningbonus>1>papa_spaghettiboi;737c
000093a74cc98b0a6519d32c1c3b6bb702aafb572fba885152e6199da7826df4;miningbonus>1>MaxDeAxe1;d24a
0000ebdd3ca746dd4fe74097fe7fb82d9275974387ff157900b5ca4c3e7271ac;miningbonus>1>MaxDeAxe1;1839f
00003e22d2975a5a3a8f4ca606f2843072ac812f9ce0a09137ea184bdad39a20;miningbonus>1>papa_spaghettiboi;9ecf
0000936354fd3ce48508f060f6fabdaa432c8356b1baefa4fbf33cf92bd10f7e;miningbonus>1>MaxDeAxe1;1832
0000a7b477dbbead910ca530e91e7257b170ade0be20ad077d79d4d4bcd955ba;miningbonus>1>MaxDeAxe1;450a
00002291fa5f79e4c296edff5f858ccc90b7c22fab1b15a6261e8a3d8862edd6;miningbonus>1>MaxDeAxe1;1642
0000c3e822b70052e820ca82ee5b7066dee892e25a8f1344a363a0fa8998eb48;miningbonus>1>MaxDeAxe1;25dd
0000908928a9a42a26917c45b65577dfe06e12e3900a468a1d24a8ae5319b128;miningbonus>1>papa_spaghettiboi;c4ef
00000aa350d7682e3660a13f3687c62d3d880296e070c56dee4e349d2aecaa18;miningbonus>1>MaxDeAxe1;806e
0000e0d1d484ee04801216f47f65e56ca679c0221a468b68274813354cc22329;miningbonus>1>MaxDeAxe1;1325
00000c496019032498f80713fa2e4f9bccd7029376778ccf7a4e8e28f5c336d4;miningbonus>1>MaxDeAxe1;18848
0000200a8b6450bae21e5b06a409e1f7031f1352ac53e9638fedf4ad5e9fbf33;miningbonus>1>MaxDeAxe1;b415
0000eb76365d63500ca94ced7fa1555f652410f38b3638d5ca8f22adaf93b272;miningbonus>1>papa_spaghettiboi;37aa8
0000ad622125ac0f77dba09e21d850f0e37d41bfc1856dc4fc752bf9054a79b6;miningbonus>1>Konstany;2a28
000057ab8b00e458e385b3adeb30ab0fa3a3943997eb2ce96e680bfd264a6772;miningbonus>1>Konstany;18253
00003ed49421831cd5ce9adfe967f9d928758c5ac403c618e51052c5ff5d9fab;miningbonus>1>Konstany;12bbb
00005a8d3e31cac6783386de77d73774face60d74fb6ef028335bb119809835a;miningbonus>1>MaxDeAxe1;9ff6
0000e031ae1a689b1da5e2d9813f2060107d8ce68d834af1a8b049d7a49f4b82;miningbonus>1>papa_spaghettiboi;155dd
00005cfd93b7006fd1aefc54c697413e460383debfd57af19c35699ed6ccac59;miningbonus>1>MaxDeAxe1;50c80
0000e6fced597fc70305047debf7eadeae144abdfaeadd9e89f35c8bb61daefe;miningbonus>1>papa_spaghettiboi;ca47
00003bae00acb9d524c011ec27bf64b8e03dd53403579a458c018cfcfa27d962;miningbonus>1>MaxDeAxe1;c8f0
0000c5ddf3d1c9c3f85f0d2f1f5519f1d140391ac179830950fab069b086c481;miningbonus>1>papa_spaghettiboi;e350
0000a9ae28419433da80f68661fcff815f6076f3b0bbf86839bf66bd85952393;miningbonus>1>MaxDeAxe1;4dd1
0000aa61855e14437fc2ea95faac819daa8204b9a53edc928b032c41b27053eb;miningbonus>1>MaxDeAxe1;67c2
00003ffac5f3ebff4bf81bd5f38c73150b72b133c681aba75f71d7b82e774ba0;miningbonus>1>papa_spaghettiboi;18ce
00008a23a553a1d82d5feb0093ee84f96bf6c32de4b0e3ddb2860454fb99fda3;miningbonus>1>MaxDeAxe1;14f7
000088dc1b40664002a819b19df11e4ab1a554d8ced1e682abb29ce3efecbbf6;miningbonus>1>MaxDeAxe1;f873
0000a687bde3da9380d6b7bad94aaee12874006c28a26df876cbdfacc3e18e25;miningbonus>1>papa_spaghettiboi;d56a
000060b27649876c8c20e17882ab5addccf754c84599438100ae18ea3aeb8f22;miningbonus>1>papa_spaghettiboi;99b1
0000d327be7f711351336fa6a5d63c26ace6ece6c7fa50cc7f5d72f899439629;miningbonus>1>MaxDeAxe1;24e62
0000bd38416c9ba75c5df3b3f87b492f63d8ebf70522d2f4557d26d90798fecc;miningbonus>1>MaxDeAxe1;cb5
00007a6a7590b9afadb2b56d06a53c83c3c5bea9ea2cf8064f6e010994f6bfc7;miningbonus>1>MaxDeAxe1;5b46
000008dcefd6672beb10b878754bed8895f6ccdf02bf0720baea7b36aaa3fb1d;miningbonus>1>papa_spaghettiboi;21efa
0000a75814dff62e7d44963e10cdab88f2cdd4b1556f5a1d84f3d5663653c86d;miningbonus>1>MaxDeAxe1;172b3
0000ac3933b22ce9c97abcb784dba620677e1f086e356666f13e50be1b06c301;miningbonus>1>MaxDeAxe1;b295
000040a12e9880cda599afd5d5b964846a3c1b3d58777056fb1a46a1790bfe2a;miningbonus>1>MaxDeAxe1;343e
000087acf85c4c58b06bbfb63bfac8e229c81e52ccba16dd03ffb39da9147de9;miningbonus>1>papa_spaghettiboi;1e554
000000fc9054d42012f2b4228d144206283bb507717261ba12b86da97ac755a8;miningbonus>1>MaxDeAxe1;18eae
0000a24749f7308bfe947221c82f46a59da75693ee478bf1a3df061d70af7962;miningbonus>1>papa_spaghettiboi;2d88
0000b21815e8364e663b8c261869c827a6bd2c4c13f3a8b5d40d91af3335959f;miningbonus>1>papa_spaghettiboi;8e38
0000bedf77ce64181446bfcb9cb76e21f9334c92aff6dd2f919c53fc15c1ee7e;miningbonus>1>MaxDeAxe1;1ab5a
0000087542ac8d835728b70a00e90e6061a9fa9f52f26c00c0bea0966243a23c;miningbonus>1>papa_spaghettiboi;7d79
0000215fa93eb9ca81e169b07998a727582635d6e523629ba083e7dc5e2471ee;miningbonus>1>MaxDeAxe1;15b2e
00008eed172cad24b7168b7a1cf06969c3d18d75bfb14409acc514b466ffc532;miningbonus>1>papa_spaghettiboi;375c
0000f516f9335211f965bf33e21576c7bdcd7f32f232da35d721f7e32db23534;miningbonus>1>MaxDeAxe1;fd1f
00002d61c63450ab560b2d21d39893fa8f51684ef114c7c38731efa950aa1483;miningbonus>1>MaxDeAxe1;d977
0000a09ee64daf1ba31599ac6252808e6aaab19183e87a672a5c7420a2e61ce5;miningbonus>1>papa_spaghettiboi;9a7f
0000dca750c415cef46575facc24ad6bd699d9b6dce443c2906d73e84c10a051;miningbonus>1>MaxDeAxe1;18157
00008d8162cc0c5a12972ea709b756c97feedf979511ddf75ca394db0146cc32;miningbonus>1>MaxDeAxe1;828d
00001560f504fba74d10f52920d3cc5b732abe68c15e9a5b7fd0a8e284feb71e;miningbonus>1>papa_spaghettiboi;1259a
00001e5302599ba8a31e676459662ef2ccafa8a829b15f73337010fb385e7e69;miningbonus>1>MaxDeAxe1;bdb5
0000adc3319da19471f1b731994442673fab66ae7014db72cd665cafa8ac16a4;miningbonus>1>MaxDeAxe1;6b7c
0000b3f0293d6e3d78816c6582261df7713a50cbb9119bab53a0fbda11d55c21;miningbonus>1>papa_spaghettiboi;e916
0000dc5103388cd070254d25f134537a9121e0a45bc8019f5a9cc93481817f32;miningbonus>1>MaxDeAxe1;a2c0
000046467323334d2c570be7421d584d57d33228dfa6a22c923fe4cbc7afb3ef;miningbonus>1>papa_spaghettiboi;1a57
00009f84277c97caa232de891ec42853db5161b7bae6f3275cf00e3bb417efe5;miningbonus>1>MaxDeAxe1;850f
0000861b0af78cae48b0891f21119cab9ed5252c8bf06dc1bb9bad04d10c3e1d;miningbonus>1>MaxDeAxe1;116d3
0000ff3a133d15e7aa376b0052ecf76549ba8f28908887cbc24ef96e6292e168;miningbonus>1>MaxDeAxe1;9ce4
00007747fc6080d6195bac076c5f5bc3b3c3f84e37fdb3aa705d6dd22f8bf7f4;miningbonus>1>MaxDeAxe1;367b
0000518f759f0b2e98aeca9811e44ce1084f3cfd513c731e33346aa549c250bf;miningbonus>1>papa_spaghettiboi;18422
0000da83a4220eef0dc72433630194be4e66d75a17524277802e3e47a3de445e;miningbonus>1>papa_spaghettiboi;590
0000802fbd0a8c11ef6197584bef3b41c744b257f03a788dd23c761bbf80a44f;miningbonus>1>MaxDeAxe1;24688
00000a866b247e69fc9c379d76b6c350318295a11dacf64c13bbf240969a5029;miningbonus>1>MaxDeAxe1;8540
00003dbb9a42a962e6e2ac9f38b8e7b11fd9ee023c704153bb827cd49b9b2ceb;miningbonus>1>papa_spaghettiboi;16a5e
0000ddc313299d21eb794939eae3470802ad7174876d0a13b8bf93424140c96d;miningbonus>1>MaxDeAxe1;2011
00006ee44127a42d2fb0f92a72573ccfddb572594369e41c4e3daa262fe7f62a;miningbonus>1>MaxDeAxe1;86d5
0000a97a14d3059e2dafc751cbeb9e23d05ae380a5464b13e9109cdc41ad3139;miningbonus>1>papa_spaghettiboi;1a710
0000f0a46432704d9af1b1e57c5d0180c5fbc4530787090d348fecf208d5207b;miningbonus>1>MaxDeAxe1;46f3e
000097822a28e148ee91a5282586b320cb953d19906cf64fb34ca9054b38b961;miningbonus>1>MaxDeAxe1;45a3
000054d1548018c8321b3be61d799443825156f8de4a3baa1ddd0930c9df86c7;miningbonus>1>MaxDeAxe1;3018
00002e6172aea60023f6a4c34bd598de0a4c8fcc2d9d8e3f86e536bb4cbd994f;miningbonus>1>papa_spaghettiboi;1302a
000031feae8e8bd5cd8036e208cdd773fe511d88422e96eaf3b6b579eda2a3d5;miningbonus>1>MaxDeAxe1;317a1
000006bf2d43fc147ff3a7f543f821485a564d2cc71093cc8ac4325a65417f36;miningbonus>1>papa_spaghettiboi;10928
0000e08da7fa44e7f18a96a67c9cde4e85cde6f2d58e496e78798ffd8d3f5613;miningbonus>1>MaxDeAxe1;2d393
00002b004d7c440d7c63593698271a04633e79854d4b95f5d65228a12df2b5e5;miningbonus>1>papa_spaghettiboi;16387
00005029188c22aca9e76d3ea599314889b8c8bd18a03ffa6573783b72ffe410;miningbonus>1>papa_spaghettiboi;983
00005bbc32f0e07ee8ef7893fdfdc646d7d99d71cfdceb208606a9020a84fcb0;miningbonus>1>MaxDeAxe1;181d9
0000699da275a62449c4d65b6784561801ddaf5e6f3814128905da121da5441e;miningbonus>1>MaxDeAxe1;3ccb
0000495ff9f1a41b52206fdc07183972f0febd878c924f1bc86e3b5250c70c3e;miningbonus>1>papa_spaghettiboi;37fa
00007df1210131663a761b3ccac02e4a32ecb4ba38e1b9561a926f9baa58cfa8;miningbonus>1>MaxDeAxe1;b1f4
00006c32ac89523028a1c8323eb8bca2ccf9702a57cdbc08704095abf0001319;miningbonus>1>MaxDeAxe1;15d95
00007de6d14f325b98265f21cb9949b909f489a5d183f0cadea607bb4b0079ec;miningbonus>1>papa_spaghettiboi;19f84
00003623b01cbb052cdec7c65c64bd300e66bc845db95b80937c65dbdff95b8b;miningbonus>1>MaxDeAxe1;4fc8
00005bff0e0c394ab907be006feb072c3e635700e061f57522965186f0d36ba3;miningbonus>1>MaxDeAxe1;1429
0000bb5264ac1bd5e942736e7c85237c3396af65bde4db31c87a3780cc47feaf;miningbonus>1>papa_spaghettiboi;fde5
0000ceab4eaa23e8070f7e4bdd66b48cc316023dd646e645a7d0459b3aebcb4c;miningbonus>1>MaxDeAxe1;1547b
0000c2d3fe3f119b0011b48c25682d611f8828f5586535c8d20f90d192a00859;miningbonus>1>papa_spaghettiboi;e594
0000affe2b1579f122e70b16bad663208a94f64062c0c2546b11c6d83287f22c;miningbonus>1>MaxDeAxe1;13e5f
00006012c4bfae690df78e26690b950a18bdf7ef31d5e04b2c0df5dfc690de4b;miningbonus>1>papa_spaghettiboi;39aa
0000e8452a9424ea14fac3ec0f92ab5b8000061937634e6fd2e839129e70714e;miningbonus>1>MaxDeAxe1;2a19f
0000c5df7c8ed77004f25b6ae19f7f30d49aef4188e1f7a5f0d7cc441f574387;miningbonus>1>papa_spaghettiboi;c80e
0000bbd587bf7305be02829160b2ea4da61a8dfa429325ca9e4d79c1e62b257e;miningbonus>1>MaxDeAxe1;1314c
0000eec6ad5c16a60eeddc837afca93b0e7d5b31b9c27b1b45220a265bafec2b;miningbonus>1>papa_spaghettiboi;98b8
00003329a2402072bb27f31231ffc3774ea92f99781020ea97ac6eeaaf8482b9;miningbonus>1>MaxDeAxe1;6f34
0000d0771b412871819c406d405b8270833e4e38d6061dcd693e5ec127d15c5a;miningbonus>1>MaxDeAxe1;b084
0000057e3ca679804cabcd212ca1ffa9a427b988e51a08a6ec64930ba8067c23;miningbonus>1>papa_spaghettiboi;11dab
000034bdda65c1ac8e1d086423f135ff3f575a36cee748d74ad5ab907bcf8850;miningbonus>1>MaxDeAxe1;c4dc
00000bc049592ee590cd2a423f4cc03845dbe35413bf8ccb282a2a1d1c40c0f6;miningbonus>1>papa_spaghettiboi;2a23
0000f03b4395490a8f3e1f85dab1843be5aa91b522ea6ac2b22e4d1e5cc5534a;miningbonus>1>MaxDeAxe1;10a28
0000ba7cde714029abfbbe9fc346bca8eaae64f42236ae69a8e3724f53ebdec9;miningbonus>1>MaxDeAxe1;936
00003201550446afe5daf6d8c67ee4c7d6b183facae26982413b6cba08d42c46;miningbonus>1>MaxDeAxe1;15ea7
0000bd35ddb9375e94507d9331503daa9f115b430d0d0ead4c645770e288a799;miningbonus>1>papa_spaghettiboi;1f520
00005c68977411cc9f1a5f1fcbc1b17571cb368e31ef97cf5c34ebd350206c24;miningbonus>1>MaxDeAxe1;a0e6
000067936bd85147ba57ef9d3b55dfd49ff5bac244c37eefa7b41a3009e430b8;miningbonus>1>papa_spaghettiboi;3e0f
0000220af6770b7c6d5f6d32601ff75a3fd0502f57efb70dc0af91f82ab3f2de;miningbonus>1>MaxDeAxe1;17cb1
00009177d555a431a82b468fef966fee35f07ad857b8e24785e059f39ae36cc3;miningbonus>1>MaxDeAxe1;3e31
000096ffa689263137dfb6342ea75939b00cbf82983954376cdeb38fda4f7f2b;miningbonus>1>papa_spaghettiboi;d960
0000456b05231f54ef5e5d9b1eae9f0d18509b470e5276c8a464f738156990d6;miningbonus>1>MaxDeAxe1;1f938
00005f120b638f3f53bfa28e5718c9302fa111e69099f69de21a92ccf758ac2d;miningbonus>1>papa_spaghettiboi;1a5cf
00004beaf8f8b92b64d9b4f0b1e43ca877b4111ef64c7a76a1614695aa216f0c;miningbonus>1>MaxDeAxe1;25de3
000036593389e9d4f1d714c9fa1426558fff730d68b20625433b3666a8a8ee88;miningbonus>1>papa_spaghettiboi;10440
000037e5f006c3205edce1a4e60fa92dcbd1584e8ff0f589782a021fffa490b0;miningbonus>1>MaxDeAxe1;13b8e
0000bae00fc7b69646e42120f640cfc3dce177a4cec63799d8b420fe2a2b1099;miningbonus>1>MaxDeAxe1;1006d
00004b9603a2f22c1d9cd6000307a834c28a127c3ed3b336b5336a23945015b8;miningbonus>1>papa_spaghettiboi;1851c
00005e294e8907a39efe261e4738bf9a5293f12c16088f5397eafcc4c07c47c4;miningbonus>1>papa_spaghettiboi;2d32
00009a60700389c2f2775011b781ad9678f1434a3e16760e8bebbb523165f286;miningbonus>1>MaxDeAxe1;1e680
0000ebdb89336cf0fe83116d8cd5e3b9ba9bbe8848c176528882e198b1df81f6;miningbonus>1>papa_spaghettiboi;9c92
0000449524ed985db16a0c25db2341f775ced31abb99587b9e16b94c62953945;miningbonus>1>MaxDeAxe1;9405
00000d56b634c7b975a687f3e1d57bbd7455ccc8452a4ed75e7d20f64f4281d3;miningbonus>1>MaxDeAxe1;7f11
000027acf991fbfa10f298cd0488a35f35da6293dc0363fef5170985f34939d6;miningbonus>1>papa_spaghettiboi;19ef
00004018c2f7ab2df017b104122c5b71e121467f3e4f6edc2010454d89adac2e;miningbonus>1>MaxDeAxe1;a51a
00004a6f74b80b92a8f8a4b3c50ab41d31311e7a81ca2ca8e44ddbd988c6dc2c;miningbonus>1>MaxDeAxe1;13e0
0000d20a0930ae9e821e97a9e1d5fe2106fdf5bd83660ff78c231022d60946ac;miningbonus>1>MaxDeAxe1;80ee
000027c746176497e88a9a809a8edbc66c2298a3f9077c7e8ffa7a5a2eb79636;miningbonus>1>papa_spaghettiboi;183b8
0000a5cc642da81c0f0d5d0cf6138c8c89d202156462a613c44c2d5f5e2a50fd;miningbonus>1>MaxDeAxe1;dbd7
00002b64858d6ce7bab7819afc9ebcb26d14ceed71af2992da873bdcdbedf4f5;miningbonus>1>MaxDeAxe1;10599
0000fb0e20699228675236b756ab740abc96329bba8adada4794dfdcfb5cfaac;miningbonus>1>papa_spaghettiboi;1817d
00004edac952225ee44ed4c20a1b203639ad5a79f2b3e050e0158d013d121149;miningbonus>1>MaxDeAxe1;188d9
00002d14392513692dcdd9b9a0b54e0ad26732fab38b7af927bdf2270659aa36;miningbonus>1>MaxDeAxe1;7a61
000078bc0b51949e4cd226ce0f6ad3a284bcfb2a730ca578cd2de7ab15580a6a;miningbonus>1>MaxDeAxe1;77e3
00005be7fdc7ae1cc99d29e0134109491c7ac2bc0ffb0d74bfd21a7326aea493;miningbonus>1>MaxDeAxe1;189c
00003ddecd0b974480ca8d75e7b3fcea7c476e67d1c4b7fc0ffdf7e9668264aa;miningbonus>1>MaxDeAxe1;1a1d6
0000efd4cb89d6ff4bba4db0fe876f7a0c9e236d74465699a7bbb18d74384bb5;miningbonus>1>papa_spaghettiboi;3f793
00003daef8ef533cafa59abc0ea5501b7e4a7624295e26b708a34cd715d9a7f6;miningbonus>1>papa_spaghettiboi;cd01
0000f95da13675729904a8d5349dd7ea0145507e78cd483b910fb051b0385510;miningbonus>1>MaxDeAxe1;18af8
0000904e7a7a289bcda5194a428a0d7e1bb22e4bdb81ae44595753899e225013;miningbonus>1>MaxDeAxe1;5a98
00002494d3883b09d202fb10ab459fbd99357f4d0d271b468f36809657a9e9d4;miningbonus>1>papa_spaghettiboi;43fe
0000a7d082608a1df90dc272f6af04134f724244712e97a5ff24117354cac0e2;miningbonus>1>MaxDeAxe1;16872
0000c258fa0778472197f53e67fea1b1306990f55fb182f1785724fb6667d1b6;miningbonus>1>papa_spaghettiboi;5e61
0000f34e92a3e9dde9961db5aec14b37c799314d206191af2aee2f468f83d692;miningbonus>1>MaxDeAxe1;497c
00006d2aa7ec9b34fed507b03e13362bfcd162d93517baac5c85b45cf8335bfc;miningbonus>1>MaxDeAxe1;58b9
0000eb59528841daecb5b2265635d681dae9f0193aa9be201f69ffda964b93cf;miningbonus>1>MaxDeAxe1;c58c
00000e7e34a5c5f1e0f8174500f297fa5c36857fa2706df4f8c03b9c6098f2da;miningbonus>1>MaxDeAxe1;11ca
000041624c9e2043c9f8a709b9aebaf8a5f49a97b08dda38090e131e0066ed97;miningbonus>1>MaxDeAxe1;1a3df
0000983e25f1bb41591e83c47e4ef48a7d2a81271fd185bbef95c21b2230e670;miningbonus>1>papa_spaghettiboi;44182
000077e764a4d09be79daf7fcf67d17d6e425fb7d39200299f593bb716ebe981;miningbonus>1>MaxDeAxe1;a587
0000d6804929ffe498ae4037cc49fc4a741722d0db3295eb38e9d3c63c94ff59;miningbonus>1>MaxDeAxe1;1463
00002d825cfb7bc8d0bd5d8038a3522e1381ed4105ad7280a5f2bd90ab1ff843;miningbonus>1>MaxDeAxe1;fd49
00003b890eda05d74a5711b44a1907bf0269d621dc413f0d42cce9fd8903f10b;miningbonus>1>papa_spaghettiboi;14e9e
0000ebdce26f3c5de1c7765342c1dc4c79ca81e02e16e754a66144a9c0132bed;miningbonus>1>papa_spaghettiboi;7f8c
00000d164e1feb788712e445a396f7978d2d967d554a5ca2c7658c5194a433c3;miningbonus>1>MaxDeAxe1;1d6b7
00007719fe5308ad62010e425f13e51efb445da3b8c1645f22117caa1d1a6bbb;miningbonus>1>MaxDeAxe1;227dc
0000649649536f9cc4deb15c6087b6839a8405c17f419d310da389a3723382b2;miningbonus>1>MaxDeAxe1;a2c0
0000827157a81297b529ffb2165b748a218fedeeefdca15c746f30a95571c650;miningbonus>1>papa_spaghettiboi;289a1
00004bc3c00de00d416d72b31c75036c3e3bccc41e6f100fb90697d6a3739792;miningbonus>1>MaxDeAxe1;7dbb
00007c49bf3d5d2899c60150a988acb9d465c8748c2f1c4d6e5eb6d3960f7ad8;miningbonus>1>MaxDeAxe1;4194
00007bc14a34578325b15beb088f6c69a2c9497811c85212ff1ede86ea5104a9;miningbonus>1>MaxDeAxe1;10732
0000a3c02948c6a81d68b1445ef893ecfb51cc9d5e0133752811470302ab7420;miningbonus>1>MaxDeAxe1;1664
0000aaa257fcc51e82f6d18b6a0d16fe3721b30e79c45f19df51229c7f204e07;miningbonus>1>papa_spaghettiboi;1e13a
0000c3ee80e070d2f34293bd070c419bd7e38a65360e5094bb069c172f5ce173;miningbonus>1>MaxDeAxe1;bbf8
0000b805cedac4b9a37f988af07841abefee74df4eb0b51f51b3eba9a02a96a7;miningbonus>1>papa_spaghettiboi;862b
000003cd8a7a467199e0efbbc9a09a13aca3348144e592c9fc84af35f9e932e4;miningbonus>1>MaxDeAxe1;f6b3
00001fbddd9f883306378763f6449afda389eabf1edb85a272c9a72ffe962eb5;miningbonus>1>MaxDeAxe1;2f5a
000003711ef65d8e7344eedc6fd9da8ba7e1071bd294a9933898913b19cb814c;miningbonus>1>papa_spaghettiboi;11bc0
0000bd6d682eca2225c1dd2354ff59327b6bdfaeaf7ed3917ac10be4d9850178;miningbonus>1>MaxDeAxe1;12735
0000001430653c24b63ef4aaf520d189790f2de3541a7331e1f665e8bedd80d5;miningbonus>1>MaxDeAxe1;4b23
0000e478b40cafef99d6034f4377a6392d851cc2e854e88c695028eba699688e;miningbonus>1>MaxDeAxe1;dcc
00003bd498348eb4ba08a29f086b2e08acb2829fbfb310d57ee7ceadb7f829ee;miningbonus>1>MaxDeAxe1;3b57
00004749a6a499e0eac22f47f696c487c258f06fba7f148ad2ea8f96f0ddcf6b;miningbonus>1>MaxDeAxe1;a5d8
00002f5b30d53f815d4d0220211f07546b0f2ffa2fc52d51f7a18a9d65b1ec97;miningbonus>1>MaxDeAxe1;2641
000054fbeb6f19dd891d511eeba8358343ee78b0f122b146f1a90c79310c8858;miningbonus>1>MaxDeAxe1;2827
0000daaf9344bbac2f4f5a2d40ef352104d4981921342039be5a5acf96347b8b;miningbonus>1>papa_spaghettiboi;24b33
000031fa14d779737b40344e831ee16576e2f735fa2748fa283ae6330c937749;miningbonus>1>MaxDeAxe1;166b
0000942f67cbe351d6228bcc3fb9d4aa946040b7c44b4d1a8f5343a79bd13712;miningbonus>1>papa_spaghettiboi;1bf19
0000b5142769c58dcdb898fe57c3e3f174d14fdb5bb13f402a01c1d2d16a8b7c;miningbonus>1>papa_spaghettiboi;2b70
0000053765b38159b781fdcd1363f275253ec201f1dd4a69017159f8b5059fd8;miningbonus>1>MaxDeAxe1;50366
0000bbbcfc393f1f1fb900ed2cf342d18970cbb9b29323f3180b1d369767f5ce;miningbonus>1>MaxDeAxe1;a693
000091ddf46a7089d9e1426cab56b7936ce3ee33bc1b3fcc921c96e7ab2b73f3;miningbonus>1>papa_spaghettiboi;d2ab
0000202b92be84f2a1506024d1ba6276599ec5b645071776d66fe5e584853382;miningbonus>1>MaxDeAxe1;1dda1
0000d02a1c1c3c584fffa7d7b5e402468665da863359c5624d3aea4c78c9f5e5;miningbonus>1>MaxDeAxe1;2f3b
0000d815d71141403e56433e564480c66de929637fdf212131cfb6b7f005b525;miningbonus>1>papa_spaghettiboi;794d
00007135189f06e89f81c65a8d1dd60429d4793b9ceb991f553a62b2146ae607;miningbonus>1>MaxDeAxe1;13e84
0000871521a53949e1bfb79b3ff63da5b77a408604f85dba34682def35325d84;miningbonus>1>MaxDeAxe1;e028
00009953b0ebded92a71da74297c73e9be46655d5bf19bbafeb03f335d6acb51;miningbonus>1>MaxDeAxe1;d3fd
00000ceb839d43846216c6750b77b245ac09241af4205f4c00905c4646ee1fad;miningbonus>1>MaxDeAxe1;d31
0000da710945a9fa08dd601f59e08b543c0620d5e5078ffa939f452e25f5c9ce;miningbonus>1>papa_spaghettiboi;2dd3f
0000df4a2771b5c0a598e96979da70c4b3dd85f4a37f0789d7cb9f6879c6c2cb;miningbonus>1>MaxDeAxe1;17279
00000b96c7fef5cb7c85678b510e176b37e100efb1d027ea2d7b7dcbb1fc4bff;miningbonus>1>MaxDeAxe1;13e01
000095e0d6d9b4188045f282acc6e534313e7915050c2d3fee35d48b3f915400;miningbonus>1>papa_spaghettiboi;3802
0000ce55d39e34499173deab6fa5cf0e1b30f1f6d826477c52cd7b7752bc9a59;miningbonus>1>papa_spaghettiboi;5282
0000336800984872097a13fd7b0ab9db619819b8dda6c8173f723823bd27f617;miningbonus>1>MaxDeAxe1;2041b
00004c9715820771ae23284d17416145d08751a095565e193d1933eafa4ea215;miningbonus>1>MaxDeAxe1;91a3
0000d02e518792ab1cc5d991c8ea0a7ba455edb38c50731d55eaa5197b9e630a;miningbonus>1>papa_spaghettiboi;fdc2
00001f6735fd9795f3fed7b99acef5ad2e0d8cf1929d67ea714207724d8f246c;miningbonus>1>MaxDeAxe1;26c09
0000f80426ada2e7761cc756ebd693b1f90ddf5879524bc40007395bfc80f0fd;miningbonus>1>MaxDeAxe1;d82
0000142bc84dd232f3e1a890c5c4489d296ed0dc790be8f0294320a1d1839354;miningbonus>1>papa_spaghettiboi;11a7f
