;>999999999>strobert,>999999>Toaster,>999999>alestone,>999999>DDrew;96283
0000969f881fd5e72b2415fef68e1a23c72c1fbe2ee7bfe4565c84de2eef1591;miningbonus>1>Konstany;cf40
0000184e959c754296e02587a07f9faa3f71897529f00c2f833d5d6cb96cbc36;miningbonus>1>alestone;1e5b
000015773d05ec03d7f8d32a06a414184229a0a64b5f2f6905503d248f4d11a0;miningbonus>1>alestone;6ad9
0000fcd33a5f3c77a622ab44d89ea0d81940e30389d1ce2b0795b3081e929766;miningbonus>1>alestone;22e6
0000e38920067cedb23f3c7e9a405b734252122743eb3f8ce25e008966e6b845;miningbonus>1>ShelbytheHockeyPlayer;17e1e
00008e3d38d0a4410320210c1449ecf08b0a6e7cc2da8cd8d01f5fce5b2e4961;miningbonus>1>alestone;12e45
0000c2396dac35836e6df6b0a7d2814b20595b2dfee3c8ec6be185215ffb613d;miningbonus>1>ShelbytheHockeyPlayer;ecba
0000f398fa0b7051382675e104f155801754260935a16ab7982b91e9b60ebf98;miningbonus>1>alestone;138f7
0000420724c64cc0b1283639cad81020a83831216ccbe984e9bb957781a3958e;miningbonus>1>ShelbytheHockeyPlayer;c6bc
00005db8e52088e3679478bf938e80b6f69ac23c884f7d6eeb1349901eac4798;miningbonus>1>alestone;1946
000020c1c762f81c3c0f727771ace70dd32fd39054544f7965579b9c78da95e0;miningbonus>1>alestone;1978
00008ee838438bb2482d4980ec42ed33f6f71b30b4c63f88494a97f887590015;miningbonus>1>ShelbytheHockeyPlayer;1e2f
0000734d9d4b4b105a8850305709a2ca29faa93e9bd0c1c56fddfaa80c9c8d55;miningbonus>1>alestone;c0df
000036f7b3cd5775fac0bc7b28da48314a5788a9ba1b4db385acaba257bded0f;miningbonus>1>alestone;d17f
00005670c3c7e0d38091647dc9f81df22d6a9820bcf0a42f10f733f3dabbdda9;miningbonus>1>ShelbytheHockeyPlayer;204b8
0000f8bae32859a84fdc15c76fbbff5e423c1be03ce3355c312c9a812038304c;miningbonus>1>alestone;7f90
00006390d3768de97a83915f8dbdc9e2b8cc0e80b5ffb9ea2d059f38a2c882ae;miningbonus>1>ShelbytheHockeyPlayer;3249
0000fe30b07b4b2357b04670f8f780be6fbd098c5da1582c86acf55daf7190d6;miningbonus>1>alestone;2dcad
0000644585cf17fbe63a78bca733eb2f9d1f4ad1e1719fa32e85b4dee8ee6079;miningbonus>1>alestone;172ed
00000618c847b48fcbbb78fa229c8b5f2b00ff1e1fdbfa890687a4a39ea1e4de;miningbonus>1>ShelbytheHockeyPlayer;4aefd
00008ec345c918e0b032630a175cf2d1da5bec500b7b35ebc61a0c609933bc01;miningbonus>1>alestone;2846d
000047d75f549eee3a8b8355c03f7f5c2e6628a494e7581caea43877f8632b55;miningbonus>1>Konstany;2642
00008be0e647790ac9ddaa5cf82e32cf3463cad9c600300911a22a6afe4cebcf;miningbonus>1>Konstany;7856
0000d9dab301c04e8edb6952622e5d3d780af044b45208553c9e6066945911a8;miningbonus>1>ShelbytheHockeyPlayer;20250
000021ae9b5e321568c9efa94d52b98118cc3674f687a0692203beaaa01209b5;miningbonus>1>alestone;276bb
0000c9f253416176ac8c7b7d1bfa0c3af6aa45eaabbec2a7ce874acd47aa57a5;miningbonus>1>Konstany;899
0000a1e97e0229656cac8f135a6fb489bba1d04dae70fcc774c1d5e01814737f;miningbonus>1>ShelbytheHockeyPlayer;2046
0000afd9e9ffe5fe4c35ff3b56748e854809847c48b1e851d29b4e210c803c7c;miningbonus>1>Konstany;8977
00007bf6c2046fe1f12125e86d636c647712f5d4af630b88d25bfb279c8e5cf6;miningbonus>1>alestone;ada6
00007688f62dafb39800a4b7b691530ca0dd7435a8e6d4aa00c93e99926cc79f;miningbonus>1>ShelbytheHockeyPlayer;9f52
00007b6a14325b6514432d7bacbfec9d85e17d49c0e35df4bc12cca08a6c873c;miningbonus>1>alestone;178b
00004737e2cf922fb14909816a9301d17bd987f827af39eb43e32db1e8f37392;miningbonus>1>Konstany;26302
0000dfb5041f1fb29160f3226c2d474301868b5d3957ef30568149875840ab30;miningbonus>1>alestone;5749
00000db4d030b703e780a6f609cc8fa52c7a7074d57e6065e5505b971b5a8350;miningbonus>1>Konstany;c6c6
00005c09c44d7190e934e3e000cc0d3975acfaabcc7a4d7d0a910757f4f4cffe;miningbonus>1>ShelbytheHockeyPlayer;2185a
000019f48d95f7ac8a4240abb9f06e62cc3329d8fb7e88807ae814a89af7802d;miningbonus>1>alestone;129fd
0000c6798811fbf52cbdc18be746dfa2ba43c21a725399fb7e2c055b65fe207c;miningbonus>1>Konstany;82b5
0000c3d100d8e2a53c8cb6c84677f5f36dae475e9825fbcdf0ecd17f91054539;miningbonus>1>Konstany;b375
0000fa9de4eabea2fd6f2573ee717f1341a82d6f2ce29a2d97b5705022318a9b;miningbonus>1>ShelbytheHockeyPlayer;10880
00007e1316a3c9c6212f4a58761968cf328513cd1a90f1563713119ffea0fd5d;miningbonus>1>alestone;1513e
00004058fe1b1a20267c9affa85d443c7600dcf6f6e2dd6101c273b2744cb18f;miningbonus>1>Konstany;4efa
0000f4a95d584cc7dfcb941d0ba2a25ec21ce4f3d1368478ba11a42abe5c454d;miningbonus>1>ShelbytheHockeyPlayer;18cd7
000099197e6a27200031e61bbbe97e9d8f84477f21d66b6971c43268d1c1d547;miningbonus>1>alestone;231a4
0000dcce055041132eaf19d19061d3e6fda765066ee14ca8888b1aef6fa04acb;miningbonus>1>Konstany;3f9d7
000030d26d6bbd81ce5f228027882ab7464faba10d158103495156256b6b77c6;miningbonus>1>alestone;428e
0000e671c10c55bba6b4f2179a981a6249fe0f82075f9bb4398d2f8eeefb52cf;miningbonus>1>Konstany;d1cf
0000e0e6f692b54a50a21e18c26dfcb3ffa2a91a355c2aca5e1ab5004456b6c5;miningbonus>1>joshS;12b7a
0000b698850650ffed4ea5213a04544650ee452fd57196ee09050c6889a758dc;miningbonus>1>alestone;79e7
0000e6638ea6b4cd3bb00749f6be5675d288a9fa6bbaf26dd642c231a809e32d;miningbonus>1>joshS;608d
00009c70cdabc0dcf181f7cb15e1b01c3a5a2ded65286bea87334a98cef84e68;miningbonus>1>Konstany;2243e
0000dcc7d25c310bf8925568dba2b8a21429a2868edfe4e65123fdffb2cca24b;miningbonus>1>alestone;10aab
0000b103bec57788329f8cf163015477c51a27f26379272d104e2edc5c24f969;miningbonus>1>Konstany;58cb
0000d854a93baa7ef7c93618e308d03bd88719c0e4a669e04d53cb923a06fb96;miningbonus>1>joshS;100c9
0000019c1ebe7322c225d1704bfc58193e022266af05c338ba2db16888081ba6;miningbonus>1>alestone;14153
0000efa28af58e094d0c42a7df9d79126b35b829ab56adee2431df6b954f3473;miningbonus>1>Konstany;b88a
00003e4f051853f9959a5204ca4860f9891e5e51e2f799b4518b514912fcae9c;miningbonus>1>Konstany;85fd
0000b5ce88207f3981d563fb98e486eb68ea3a0afa244ba869eefa578992229c;miningbonus>1>alestone;cf1
0000407cb6ef7be73166d833de294096b6e97f07e6724e4e8697359f1f44a2a0;miningbonus>1>joshS;54c0
00003698a949beebdaa7402aac5a45b6bedf2473446a604e49ad7b104c8166f3;miningbonus>1>ShelbytheHockeyPlayer;641cc
0000dce98e4fe54d6f5aa774d8bc077335ae969f8b6d430d6a04872089303acb;miningbonus>1>Konstany;424e
000034f9d1b206c75103d7b58a4cab05b35e0fd3957d1d689105f3698a6d686f;miningbonus>1>alestone;298f
0000d3ca6623d84780aa39e38319748ef15b00a8c9edb1448c4805aaebdd72d9;miningbonus>1>Konstany;9036
00005726f76b176564f6d0f56ec635de7755d4a6383a1c86a17eb690b6476a36;miningbonus>1>alestone;7553
00001ee1994e74c32fbecdf4730493d62d3fd804221e29892e3f0206ebdea286;miningbonus>1>Konstany;a05c
000019d2eb9c0660543ddb285f1d1e93419de14b793169e19134abdbc912d079;miningbonus>1>ShelbytheHockeyPlayer;11b67
000075bab733d6dc9bf77242d2ca6104198b744e9b999e93001281a8cdfe934c;miningbonus>1>joshS;1301b
000087b9ba4923d718a8720d569681fe4fe0f3aa347058ce15c6bdac70857e1d;miningbonus>1>Konstany;2d8b
00009f8ef070c16929bffe4dea3b895d99071666bac1662b95f0d8629b6a4064;miningbonus>1>Konstany;300e
00000ab3da76f3585263c28ab592a9494b2d37e7e0212e447e8bca841be45926;miningbonus>1>alestone;127d6
0000d2f41ce9f82de1e32fbf37a5090688a5f5b82c0ec12696c21c95a26eba0b;miningbonus>1>joshS;92ef
000063a1e3d0ebcb5c6f73537f2c876fb5fa03306ff38ed26ddb8cb71a27ae18;miningbonus>1>Konstany;1ac8
00009e5336bd13f9bb6fe700c815febfa1220f87cfa5b54718b01a50260e600c;miningbonus>1>ShelbytheHockeyPlayer;16c1a
000096ba7883488f129f1d4e0bdbc89c4edf4611061be4b0fa37977c1c07df1a;miningbonus>1>alestone;c98e
000048c8c7cb0a05f95115fa8deba33b0bdfe4d7555766557ee049136d9149ce;miningbonus>1>Konstany;50a4
000082b283990bb4836a96b7d05d8d4810a3c5937413aa45150c9a047ea6fc18;miningbonus>1>joshS;5d1d
0000ad6742c27f2d8246a749638885176a790d30dd65e9d4ee7956dd2ef231b5;miningbonus>1>alestone;2235
0000bc2a269a9ce8fa544469aa7bb60766c25c50fa2c182994d134c590c4a0f3;miningbonus>1>Konstany;1ad93
0000812c4f25f4fd3ee76c5e8bd64f77f075ba3d9fa8ac4012fc2a60d091c543;miningbonus>1>ShelbytheHockeyPlayer;16733
0000cc4e3169031c38099ff55b8bc86e64203e55822673a302203ec5d36f06e8;miningbonus>1>alestone;5cae
000085e1039e29ab3be9b76ec67ff0f2c91acded00326d6ec02781bc6baf2f26;miningbonus>1>Konstany;4b7c
00004ba8ddbdc1955d6c46b939f48dcd1919e45d5965d896c125dbb9a2a0cf63;miningbonus>1>Konstany;77d
0000fc66626029e2ad702055da49d4d1ca8f39282585be67313ec109f1c94fe3;miningbonus>1>alestone;144a8
000061f1e481a3c823baee49bb65b143c1a4fe458022b9a889847bc6815e9f05;miningbonus>1>joshS;28b7
00000164730718943abc2d9e407cbb7f603d286e84c5ecdff933c088f9e4a8ff;miningbonus>1>ShelbytheHockeyPlayer;a3db
0000ef68159ad1fc5209b1bd86b1d0d59d4727a8fe28a9f9536d0f0692031831;miningbonus>1>joshS;ac
0000b8e6323384ef213fa607fca287003092fc5ced87eade5540c29324479871;miningbonus>1>alestone;132f
0000cdb9b0dfd5d1caedd48a1cdaec08ee93c7ef32972b91285c03219b03dda6;miningbonus>1>ShelbytheHockeyPlayer;139
00005d0204c7eaee022775f7eef0a32d62d6a25fcaf46b539badb5df8b05e36f;miningbonus>1>Konstany;2031e
000014f41f92661f3c20ca7d35a471830a7b4ab8f4c0990a6a768f9af9233920;miningbonus>1>ShelbytheHockeyPlayer;4917
000054daddb38767417758dcead2687d8704b8a797f21996c9a71b7dabe821ce;miningbonus>1>alestone;df79
00008da5f6a7cff5371afaf55c032aec30f9d038babe6f0395276c6c4015c2f2;miningbonus>1>joshS;2c4a
00002875ac9eb75db4356bb8ea803c729fdcea3be5acc534bac2022e98a420e7;miningbonus>1>alestone;1c05
0000f857420f1084c68bd28b150a7b706504200bef101b083988832396ffd9d4;miningbonus>1>ShelbytheHockeyPlayer;ba9
00003c9beea96f42e6d47f3d089482c8474b922a619abb94f867722c531bba59;miningbonus>1>Konstany;34db1
0000e1a5052437bb0d2f11ebeb6eacadd9a843b1e6c0383feaa1893698220d3c;miningbonus>1>alestone;11ad1
00001d636dc7f0f5d707c493f2fd01e3f40fcce9c97a0acc881472431fe982cb;miningbonus>1>ShelbytheHockeyPlayer;ba
000076171575ac81f84a5227d7418c56a8881a7203e04d12bee358592f4c61e4;miningbonus>1>alestone;3eb9
0000eafafed65878c90ed78b3ebbd18f6b46ee0af43d1fd3b157e683e87025cc;miningbonus>1>Konstany;17d03
000048ec9d476195f87a38b28b4826fd143d35db5c29caac887ec3e16563a40e;miningbonus>1>alestone;b24e
000045cc35388849f1fcb1499bd7abd0da927f8a5f3b5e8800c2afffaa9182b7;miningbonus>1>Konstany;7392
0000c758bfdb272a6e428867a6c803a6fd1d1603eca82220ff2109965fbbb35d;miningbonus>1>ShelbytheHockeyPlayer;c67c
0000e49844725d909b4f84d64ea0e0f0ec56a381dbafff07c44e30f538e40a42;miningbonus>1>joshS;3042b
0000f8b0862c8fd527714a333b26fa87160adbbb49ba1c81d91b5df13f5426c0;miningbonus>1>Konstany;104a6
0000d938a3963fca205e9236915a7c9bdc191f7002e45cefd63696f7fda93ace;miningbonus>1>ShelbytheHockeyPlayer;ff48
0000a9fbe44e3f8d22ffd2d6c65f8fd97c17a2b53c1e281d0446ed40b8b78e95;miningbonus>1>Konstany;5585
000078b9a02235a3713f51af1b3e1b061e178bc4b19eba2a35b638f44b32329b;miningbonus>1>alestone;21d45
0000c498b76f26dc5bee6c36653f8e57ab2b417da3d03fe00f59acaf5c3fad35;miningbonus>1>Konstany;c84d
00008bf0c69f940d8e23dcba716a592bdb6794d31be2d84969552bc96a8ae47e;miningbonus>1>ShelbytheHockeyPlayer;e8a8
0000f1bf6a3699cb4f8154c86d4c86798a9601a8669b5165629f261e03c2683e;miningbonus>1>alestone;ffe7
0000c3cdb20a6776ebb233004d5e11fac01d69fd3be3616726f46e14b3efc004;miningbonus>1>joshS;19f29
0000c32243c2f5497fc019ff017a174935e0539d5b8feb192f88201490de26f2;miningbonus>1>Konstany;1ecdb
0000b85efde7ab8f52fe0551b9417d108c5a2b5913be46c96d4417656696bad3;miningbonus>1>Konstany;2d62
0000a538c42d409431537a6f3ce3694ad1e4755a38c107dd748a0ba98004c68b;miningbonus>1>ShelbytheHockeyPlayer;14bba
000085460c2d5ac0435608e25418c5eaadc7dd385fe771cff0afff869b78e7f7;miningbonus>1>alestone;2327a
00008f971f572d1a7231c77f6dbe13ba62fb3060339dd06e1e16f5064420231c;miningbonus>1>Konstany;e0cb
0000765dd7fc85662491f87a0887b9fe46e9c48501448ea8ed305e67440c5c8e;miningbonus>1>alestone;10627
00000a45bf123daf819ba3f9b6afe651ee0859d5bd1f1bfcd85c76db3389dcf8;miningbonus>1>Konstany;8aa4
0000d0171e8bbb235160732d4552ea0b5eceb43a241a0197088da88a05b561db;miningbonus>1>alestone;96b8
0000f488b1512007a809568042b291ab7304d1709a1aebae65ac022568c20fb1;miningbonus>1>joshS;bb6a
0000144f133d80939283a1f4f0b255b39e8c54802f5dacc19a7df71c44819a7e;miningbonus>1>alestone;1b87
0000c1bb53d1bcec7cae9ee96608fad0160704a84f07d78b014e888237cc4287;miningbonus>1>Konstany;2a56f
00000fa71f6428c5d6d0cd2f36c98f27768344a6b6def7e41afb9652c9d8fe1a;miningbonus>1>ShelbytheHockeyPlayer;3c4d5
0000cfb85453dd45978c338d39ff1ebb8ee9cd0b83b4a15d03c9e3eef8fbe59a;miningbonus>1>alestone;4769
0000641f6df76d46fe1006c2aab2cfe4e3c909594a6c9caf46e3e80aed0a9640;miningbonus>1>Konstany;3933
0000439029bbff4e2a074a3424ac95b3726feeb134c270e9b9253a8de5db1fd8;miningbonus>1>alestone;1895
00009d887804ae20aa2b1564ce04f9a87ca47cb62129b2eb71016e2a002dcc4a;miningbonus>1>Konstany;37a5
0000a29b998874bc69c2458dda5beed139a4bec57ef68b43a8b087ce7cad43ba;miningbonus>1>alestone;13ae4
000086d7b00f6e6cc818c04c872958046baf7e061699332346cdadc9269134b4;miningbonus>1>Konstany;52b3
0000cf742fc6d251df5fecd51111fd4ffa0bf9ff604c4a0a1b3039faf6103eb9;miningbonus>1>joshS;28d4b
0000914bdfb6acc4ac36ebc98aa598760939ce7463b5cc96649cace368cb6427;miningbonus>1>ShelbytheHockeyPlayer;2d92e
00006ff71021a0b397f719c49a9c76f2f82ad1bc299177e9e9173a8ee7f83267;miningbonus>1>Konstany;203a
0000e2467c1ddffa1f81a18c6c390470519a9e3731fec386a3bf64485814158c;miningbonus>1>alestone;182d5
0000b784f593b4834cb698e8b0a523708e6df3f1f904b79a8b5eb0d44a65beb9;miningbonus>1>joshS;1499
0000614ae4aea3f60ea945d74f596087cb5f15e34735c4cc26d28dc566579fe3;miningbonus>1>Konstany;2877
0000c6fb480110a283dd0d0d0841238a75a80445117b8780cd9d755779c7f087;miningbonus>1>ShelbytheHockeyPlayer;17f15
00007a3dc18e4c22da2459c56512a5333f5b07938acbce38e0ded75402ad4b19;miningbonus>1>alestone;a625
0000aaa77fb10ca913dcf0121aca09a6c9891358730f027a5eda3467d73bc1fa;miningbonus>1>Konstany;489a
00007df6d51739410437ac53bd0d17f59bf1e934e54ec1950ea4027db42d2c75;miningbonus>1>ShelbytheHockeyPlayer;6b31
0000ff43eaa6a098579d1afbaa80762db8822710184fbb7f309a44c7235e32e3;miningbonus>1>alestone;1128
00001c87eb87631d27a879c546a5dab8b8abd6b4db007a3f0db6d13a35eba22b;miningbonus>1>joshS;459c
00004930d29338b57391ca871af49abd0c3be22fd569c63d3b184a98332aae7d;miningbonus>1>Konstany;200b3
0000a5b1c2f3e433fb69d74fd7774e1d21f3b67f51b58f4c9ea52d60ff9abcab;miningbonus>1>ShelbytheHockeyPlayer;fe99
0000ac7b66a3e74e42bc83e2daf1bd3011f64e7f2774a04182fc370fe339693a;miningbonus>1>alestone;1a5f4
0000aac2f00b2a7e66b17463fc42d689ea09f43722bb65eddb99f13ae3432dd5;miningbonus>1>ShelbytheHockeyPlayer;8d8
0000a5e8e879c316651a4b863343937589b09f470f32be7ef524638dc16056c0;miningbonus>1>alestone;12edb
000061beb0dc8feb31aea0a836e86134dd07c83729e321f3399599edb98aa606;miningbonus>1>Konstany;fdca
000010960d9c6a8e4f535f74ce37ed36b7fd3ee3b3f2484a4d8d5a0c066219da;miningbonus>1>ShelbytheHockeyPlayer;ab4f
000025ed9cfe1d22fd1abfb01fcb6b922e44dd3f1a78d97b9562d0878cd8c3ae;miningbonus>1>alestone;a056
0000989195f828846dcb0b10d1d312cc73cbacc012daee8b2e9be1a23503d786;miningbonus>1>Konstany;b766
0000a150dff68362070ed99fef8a6e78d2ba58207b422ed502df15eb36c0c349;miningbonus>1>ShelbytheHockeyPlayer;40d3
0000113bf95b80fbdb57fdfeb121ae700161df72c36b4c9a09dbd81a184e03b4;miningbonus>1>joshS;13e16
0000a65482251d8ca9dc74841d8cb721aaae1f5943e2ceb34dd3355134ae2aec;miningbonus>1>ShelbytheHockeyPlayer;d056
0000ce77501d8ca5251f9809b9623dc88e66476c9c577d2e1c13444cb018b6e4;miningbonus>1>alestone;28907
00008bddddf6a531348ba7c925eb856b6c1878ecddbd00af4fcad07ba77699f1;miningbonus>1>ShelbytheHockeyPlayer;1a33
0000faf0cb58d6eac25ac73ee85ce23604f0ff212831289c1a93217f02f18eec;miningbonus>1>Konstany;3dc59
0000af9d34fb77a055b83ad9341fe9776a71ed2158eed1d4e3498abd81f0d3e8;miningbonus>1>alestone;1d20e
00000d5fc828247d7aaffed6fd4d2fa63f397e9860a60e47f2d7b67ce6e9092c;miningbonus>1>joshS;10f88
0000de6df126acc98a5bee34531a04ef96b99f459007a41e402536027a16b83e;miningbonus>1>Konstany;6462
000045d5b008a6dec06be9f8dabf9a65f338aa213277f0c5f4fe745bb7ab707a;miningbonus>1>Konstany;34af
0000cb493dbbbee031c233eac151d044189872ea447db09125d504499de979cd;miningbonus>1>ShelbytheHockeyPlayer;1fb69
0000634c285653ee638e4f0f88ff3a9f48d77035257ba00e9846d88bc61c613c;miningbonus>1>alestone;25d0c
0000ae80c6af6a79d372954b8b039f3c335f8c1f3c96d81aa73e9b42d71e2b0f;miningbonus>1>joshS;48d6
0000c62dc0df34fba9f5d660e76c8ed16b0ddc9d248c9d74730d14bbda76cf79;miningbonus>1>Konstany;a31a
0000645ba0fbac545db76ef5da2dce0bf0eee9f2d74b729bbb27184e453a7997;miningbonus>1>alestone;22bd
0000f66ba6001bf9d0b71b29bb38f1e47423afb7c769ee85bf9dab1a5b36b3f4;miningbonus>1>Konstany;8e7d
00001417fa08de683dbfb1ade2bc9cec6f052254b918eec8a2d4f15af9258ed8;miningbonus>1>alestone;e1e1
000061a0e7f1914128fbbb062f895973982c5064bdc92f2712a4d9558f8bfc32;miningbonus>1>Konstany;163f1
000025aeb4057905c90ff99ff2ac68b6f2a650ebdbe1da4a95e324673904e073;miningbonus>1>alestone;bc55
000019edced7399c8078fb0bfedd22f044bddb5b9b63d9423f8fb0c531e0b283;miningbonus>1>joshS;b336
00000b993817b4b733f40f705e22ab2c367f98d559c07962d1db421ef4379cc4;miningbonus>1>Konstany;486a
0000fd6a586c6d9fefeed6603774e4254b82595393931de0dce5850e07269c6d;miningbonus>1>Konstany;9645
00009794ae36283f7edd1264d8b4ffb3f3988eadef490ce284e5981964d14ad5;miningbonus>1>ShelbytheHockeyPlayer;13a7f
0000e0a9c875756661983be43bbb794f5c69ac1b4db1f1d3310e54deb462abc3;miningbonus>1>joshS;a82c
000044f4d09065ab1612a228c0f6d59a297473c94a5afeecaf5b02334df13c55;miningbonus>1>alestone;2c67d
00008a1072f1b63ec7829fd5d5bb52ac1f384069b34b5902385a7a546f86a690;miningbonus>1>Konstany;3625
0000241d470fe7004d28717e3c0857f1042c38a7ad6472940eced675d4bbb137;miningbonus>1>alestone;58c7
00005e00ab3420b2918343f8398720db9b32b189c89f02d37b0a0cbf151be790;miningbonus>1>Konstany;1284
00004cf1f659d42a3f8d1fff5f30bf063e2b2fbac2f35c5641075ab8814ae997;miningbonus>1>ShelbytheHockeyPlayer;1c32d
0000e9115e4120b7707f27f13db3f4322425923d87a803185dabf3351141f468;miningbonus>1>joshS;16f7
0000edccc0c2ce269c91573436ce43fbbb4309e9177329d5cb83147ae92aa344;miningbonus>1>alestone;66ef
000052f2ff311ed088b092680fdbf81f0526774c741a4e0e62887e87fd8028c3;miningbonus>1>alestone;6a31
00008f5a86e78983e476099f824726d89655bc55e1cb2ff57d89219685e2395e;miningbonus>1>joshS;7616
0000d2d89ec0b508b710f6b998be076723c9effbc86f51b6de46d15f85faf142;miningbonus>1>Konstany;3552f
000016b4a4d4b6362e578dbd323aef047d8daa1c42b5499f976d4ef6e02ba037;miningbonus>1>ShelbytheHockeyPlayer;294de
0000a2503616271478617ddc7e8c26edac7b1c9728c1a02c7b0b2ce3bb2f1e93;miningbonus>1>Konstany;2414
0000bb7b90d2ae1ea377d3f0b4f07b1efe3273b8c53c3517b348aa335ea36234;miningbonus>1>alestone;45dae
00002c7244c8bd7f5439d3991d39483f9ad1e71a981c556c134c54662225cd96;miningbonus>1>Konstany;1d4aa
0000f4fd2ea47c07a662cdd2dbe58fccd3136e3d55cfaaffba31d7c05f70067b;miningbonus>1>ShelbytheHockeyPlayer;11d5f
00005f50a921c3d69da56e5ae4e4c13330cd43309caec0dc3bec771ae082baa2;miningbonus>1>joshS;1d4c1
000092c884e7f76a3e5262eb347ad063d79a1b91e271d93a4815cfff0c945d15;miningbonus>1>alestone;81b5
0000b61c0653ba97f54ca9d073924490b60046c8c480ff4614981c94b6402bdc;miningbonus>1>alestone;18587
0000b15a4335fd27029cb9730cd086995d46e420a940c81f9322f9cc788b6a7c;miningbonus>1>Konstany;15032
0000075139aa54b427f36ecfcd5934471d4a5e73cdfdc4571f826a270958f56f;miningbonus>1>ShelbytheHockeyPlayer;f1e2
0000dbc26eebac3fa8351e47ec41c60046f4da8c508844e35371b4fd41f72bf0;miningbonus>1>alestone;d09f
00006e0cb12dd1d479e6349b363060201c9aea25b0ab39542464c2d4a784a9ee;miningbonus>1>Konstany;1010
0000bb928a29106615b74c91952ccb5cf93bab766aca8ea1a6e50af24154a3af;miningbonus>1>joshS;cd20
0000112f968e12218d80ccc90d04067f54114bb4052e829307d2a5ac0115840b;miningbonus>1>ShelbytheHockeyPlayer;8c3c
0000bb22532f8d06572d6a25861fa96b8d256ef9e46603aa6ad6d4249b14cd0a;miningbonus>1>alestone;31b7
0000f864c291867962ccd74b5be2a0e68e7da434883ccb4b5083ba80f5942d5b;miningbonus>1>Konstany;12ed9
0000708aa9f1e8a6e045c6148af2cf9753affffcbe3bcf44e2294ddaad9c6042;miningbonus>1>ShelbytheHockeyPlayer;d2b
000094671271ff4b5ce8cebb1a41234b0dd44dd5dbc3ca4aa94dd13e178f2e10;miningbonus>1>joshS;4c16
00008f191a7f3ee50dc5d253c135f634f8774bc391e5a2d7e369df33cecc4c54;miningbonus>1>alestone;f31
0000dee3cbda57381192765ab5c6e97e2aa7100dd81bcf850009ca68b2e74b7c;miningbonus>1>joshS;34b
00003552e0844d32e6e37447674a9e965486b34c3bbd5a036138ba4bd06b5359;miningbonus>1>Konstany;4cb4
0000fa1d15f0c075ed1e03f0ad66c824fbe82389240b385d641ac58bf2efccba;miningbonus>1>Konstany;2ac5
0000789443e2b683463efd1cf3c8f1ef335fada4ef06179cc2cae1eb5dfe6857;miningbonus>1>ShelbytheHockeyPlayer;146b9
0000d359b0b78ed11e7396dad021ad86f81dc28f305c17e30a2358f8bfeb2d60;miningbonus>1>alestone;31126
0000ac5a040374cfe4693e2dda2ec83145d34c604ad13f0539dd14a02521aae4;miningbonus>1>joshS;2414
00004f9eee6b61eee1efba3a5342f72a5d6728863f344f5b35d793c974416cdc;miningbonus>1>alestone;4349
0000349337fbf71b1129aa66af592f89be2da0b52830048b25e82a8116417ef9;miningbonus>1>ShelbytheHockeyPlayer;1399f
00000a9e3b7c34135e6599f20b51efc579636ec9b56adfd1227e86a626d80a37;miningbonus>1>Konstany;2fdc2
00008da921366199c6de0c8d630f67612b157d5dbebf9b607266a5bed0f95daa;miningbonus>1>alestone;c3ae
0000261efdacd8960090e20dd1af1f28ae11b58e6830b5f45311144f6618b259;miningbonus>1>ShelbytheHockeyPlayer;29c1
00004953c6a52f75dd17b7586e331122796e83ef948bfa51f3be42ab68c36836;miningbonus>1>alestone;9814
0000ff8988ffdd9a5d55b6e3c56fee2fc54541628710fc80b2947a183d609f28;miningbonus>1>ShelbytheHockeyPlayer;64ad
0000500fb5aa818a17e1f23ea64aa5818270c32a35ea2069e0a9ae9a8763e57a;miningbonus>1>Konstany;1e562
00008ef15bcb261caae5dec837a10568566d5fdeecc4c7dd14f230d9e97a0288;miningbonus>1>alestone;4fd6
00009cf04896b4e0ad90f230c26ef3ad6096aabfc7344aa4ae95a16c4965f093;miningbonus>1>ShelbytheHockeyPlayer;47fa
0000bfe9e904ddc681d347658d86b60619fa2155e731b2eceb563863241a5c29;miningbonus>1>alestone;70dd
00009afacc0b77f7fe7bcac4d71f60b95d8c0a2dd020945eb30f40629ca5c2a9;miningbonus>1>Konstany;1206a
00000c74281884d9ebbf56854ed467eaaf81a6da393a89925b17ac4e3ab79512;miningbonus>1>ShelbytheHockeyPlayer;13a
00006a986205d6fc5f097c8aa97d8881272780ea6940240fe0dc70d4c3b2c54e;miningbonus>1>alestone;790e
0000169bb8907ce931a5376b5e77868e711ac59f6865d4028ea7e8c5ef15a1ae;miningbonus>1>Konstany;6ee7
00008acb6bf6cda4694d604220b33e52fe19d9a5550ff8e0fed9b25318823784;miningbonus>1>ShelbytheHockeyPlayer;4b1d
00004ab2248763a26f0085fc0d76c43da4b98fd65a666d78f084ac45eb395186;miningbonus>1>alestone;2172
000040e3f668a407f0fbfdbf2836d8185033449f3badfc9d190df44306d414c9;miningbonus>1>Konstany;6193
0000994939000fe76f869ee4bdc0f77176f3679120b1756499ba5e00b3dddf03;miningbonus>1>joshS;57371
0000eb49e745ab2d7815ce0de642cd11d61038644642c5aa2bfbfded762fc1a1;miningbonus>1>alestone;ff87
00001e0d4f5d7dcccb9e5053ba9843bce190c8466cf6990ccf3dd6e656608cc9;miningbonus>1>Konstany;6f5f
0000906623cf6203ee6653f9a0f39dd5bb0fde01dbd6b68e093ed8b449e9232c;miningbonus>1>Konstany;a691
